0,81,162
115471,115515,88
102950,102995,89
102995,103039,89
112276,112279,5
112279,112281,5
35019,117897,3
117897,35022,3
35019,35021,3
35021,35022,3
14728,14735,14
14735,14742,14
117695,26269,1
117695,117697,4
117697,26273,4
95009,95047,76
95047,95085,76
107486,107595,217
107595,107703,217
70811,70829,36
70829,70847,36
99672,121364,4
121364,99676,4
99672,99674,4
99674,99676,4
87195,87196,1
63753,118554,3
118554,63755,3
63753,63754,2
63754,63755,2
68416,118664,1
68416,68417,2
68417,68418,2
40311,125473,3
125473,40314,3
40311,40313,3
40313,40314,3
85556,123222,4
123222,119162,4
85556,85557,1
32497,32505,15
32505,32512,15
94882,123432,3
123432,94885,3
94882,94884,3
94884,94885,3
5904,5910,12
5910,5916,12
55056,55082,51
55082,55107,51
96394,119472,3
119472,96397,3
96394,96396,3
96396,96397,3
92487,92492,9
92492,92496,9
19137,117597,3
117597,19141,3
19137,19139,4
19139,19141,4
85429,123214,4
123214,85433,4
85429,85431,4
85431,85433,4
69045,69046,1
111139,111146,14
111146,111153,14
58080,124062,4
124062,58084,4
58080,58082,4
58082,58084,4
74464,118804,3
118804,74468,3
74464,74466,4
74466,74468,4
83034,119106,4
119106,83039,4
83034,83037,5
83037,83039,5
95511,123457,6
123457,95514,6
95511,95513,3
95513,95514,3
119709,119711,1
119709,119710,2
119710,119711,2
18254,117575,6
117575,18258,6
18254,18256,4
18256,18258,4
67406,123000,2
123000,67409,2
67406,120882,3
120882,67410,3
67406,67408,3
67408,67409,3
72069,72091,43
72091,72112,43
68162,68166,8
68166,68170,8
31487,31488,1
27580,117724,4
117724,27582,4
27580,27581,2
27581,27582,2
7289,7291,4
7291,7293,4
77488,77489,1
66523,120866,4
120866,66527,4
66523,66524,1
95384,95387,6
95387,95390,6
75849,123084,3
123084,75853,3
75849,75851,4
75851,75853,4
31360,31365,9
31365,31369,9
117943,123859,1
117943,117944,1
60977,60979,1
60977,60978,2
60978,60979,2
93745,119427,2
119427,93747,2
93745,93746,2
93746,93747,2
110129,110135,12
110135,110141,12
7918,7926,15
7926,7933,15
106978,107000,44
107000,107022,44
25058,25067,17
25067,25075,17
17244,124977,2
124977,17246,2
17244,17245,1
107734,120030,3
120030,107736,3
107734,107735,2
107735,107736,2
38291,118017,5
118017,118019,5
38291,38293,4
38293,38295,4
46861,46862,2
46862,46863,2
92106,92107,1
31233,31235,1
31233,31234,1
733,117282,3
117282,736,3
733,735,3
735,736,3
54548,118394,3
118394,54550,3
54548,54549,2
54549,54550,2
91979,119379,3
119379,91983,3
91979,91981,4
91981,91983,4
71688,71690,1
71688,118738,2
118738,71690,2
71688,71689,2
71689,71690,2
35013,35016,6
35016,35019,6
31106,31127,41
31127,31147,41
120840,53160,1
101305,119842,3
119842,101308,3
101305,101307,3
101307,101308,3
113782,113783,1
77863,77869,11
77869,77874,11
94247,94262,30
94262,94277,30
37281,120591,2
120591,37283,2
37281,37282,2
37282,37283,2
70049,124149,2
124149,70051,2
70049,70050,2
70050,70051,2
62235,62259,47
62259,62282,47
21653,120330,3
120330,21657,3
21653,21655,4
21655,21657,4
47363,47384,41
47384,47404,41
118318,122965,2
122965,118320,2
118318,118319,2
118319,118320,2
94120,121238,2
121238,94122,2
94120,94121,2
94121,94122,2
20770,20771,1
33247,125346,3
125346,33251,3
33247,33249,4
33249,33251,4
78492,78520,55
78520,78547,55
111260,111263,5
111263,111265,5
42573,42574,1
96388,124416,4
124416,96391,4
96388,96390,3
96390,96391,3
92481,123386,2
123386,119395,2
92481,92482,2
92482,92483,2
121342,126125,10
126125,98253,10
121342,98250,1
51899,118355,4
118355,51903,4
51899,51901,4
51901,51903,4
47992,122898,3
122898,47995,3
47992,47994,3
47994,47995,3
109621,124746,2
124746,109623,2
109621,109622,2
109622,109623,2
7410,122276,2
122276,7412,2
7410,7411,2
7411,7412,2
20643,122404,3
122404,120268,3
20643,20644,2
20644,20645,2
74458,74461,6
74461,74464,6
50260,50330,140
50330,50400,140
116552,116575,46
116575,116598,46
34632,34648,31
34648,34663,31
7283,7285,3
7285,7286,3
19760,125044,3
125044,117629,3
19760,120238,3
120238,117629,3
19760,19761,2
19761,19762,2
49377,49388,21
49388,49398,21
111006,123623,2
123623,111009,2
111006,111008,3
111008,111009,3
94622,94645,45
94645,94667,45
17365,17372,14
17372,17379,14
88320,88340,40
88340,88360,40
7156,122204,2
122204,7159,2
7156,7158,3
7158,7159,3
117937,125405,8
125405,123859,8
117937,35192,1
69541,118705,3
118705,69544,3
69541,69543,3
69543,69544,3
85925,85931,12
85931,85937,12
21145,122449,3
122449,21147,3
21145,21146,2
21146,21147,2
82774,124302,2
124302,82775,2
82774,119101,2
119101,82775,2
82774,82775,1
46099,125569,2
125569,122869,2
46099,122868,3
122868,122869,3
46099,120712,3
120712,46102,3
46099,46101,3
46101,46102,3
91344,91397,106
91397,91450,106
17994,18020,52
18020,18046,52
75716,124213,2
124213,75719,2
75716,75718,3
75718,75719,3
6273,6294,41
6294,6314,41
11692,11776,168
11776,11860,168
106089,106091,3
106091,106092,3
21018,21023,9
21023,21027,9
29588,29589,1
22530,22543,26
22543,22556,26
96636,121297,2
121297,96640,2
96636,96638,4
96638,96640,4
23286,120379,2
120379,23288,2
23286,23287,2
23287,23288,2
68531,68559,56
68559,68587,56
27949,27951,1
27949,27950,1
77101,77118,34
77118,77135,34
114532,114536,7
114536,114539,7
4507,4538,61
4538,4568,61
54415,54425,20
54425,54435,20
46601,46604,5
46604,46606,5
14589,124924,4
124924,14592,4
14589,14591,3
14591,14592,3
10682,10691,17
10691,10699,17
16101,117494,3
117494,16103,3
16101,16102,2
16102,16103,2
4380,4409,58
4409,4438,58
111254,123628,3
123628,111257,3
111254,111256,3
111256,111257,3
83905,83916,22
83916,83927,22
113522,121485,4
121485,113526,4
113522,113524,4
113524,113526,4
93231,93259,55
93259,93286,55
101801,101808,14
101808,101815,14
94743,119436,3
119436,94746,3
94743,94745,3
94745,94746,3
78359,78376,34
78376,78393,34
119697,123486,2
123486,123487,2
119697,119699,4
119699,98288,4
83022,125909,4
125909,83025,4
83022,83024,3
83024,83025,3
95499,95505,12
95505,95511,12
5765,124831,3
124831,5769,3
5765,5767,4
5767,5769,4
112639,126466,2
126466,112641,2
112639,112640,2
112640,112641,2
75964,75965,2
75965,75966,2
88441,88464,45
88464,88486,45
100918,124568,4
124568,100921,4
100918,100919,1
108732,108735,5
108735,108737,5
97767,121337,3
121337,97770,3
97767,97769,3
97769,97770,3
77476,77477,1
119570,119604,1
119570,119654,1
119570,119572,4
119572,119574,4
17359,124986,6
124986,17365,6
17359,17362,6
17362,17365,6
5638,121806,4
121806,5641,4
5638,5640,3
5640,5641,3
100035,100040,9
100040,100044,9
89070,121120,2
121120,89073,2
89070,89072,3
89072,89073,3
40674,40726,103
40726,40777,103
32860,125322,3
125322,32863,3
32860,32862,3
32862,32863,3
98396,126175,4
126175,98400,4
98396,98398,4
98398,98400,4
82012,82013,2
82013,82014,2
37523,118010,2
118010,37526,2
37523,37525,3
37525,37526,3
82768,123186,2
123186,82771,2
82768,82770,3
82770,82771,3
848,875,54
875,902,54
103815,103831,31
103831,103846,31
46849,118223,2
118223,46852,2
46849,46851,3
46851,46852,3
113141,113154,25
113154,113166,25
92850,92851,2
92851,92852,2
72559,72597,76
72597,72635,76
113897,121503,4
121503,113901,4
113897,113899,4
113899,113901,4
20256,117643,3
117643,20258,3
20256,20257,2
20257,20258,2
98269,98270,1
94362,94364,4
94364,94366,4
42059,42084,49
42084,42108,49
63106,63152,92
63152,63198,92
75583,118843,3
118843,75586,3
75583,75585,3
75585,75586,3
31094,31099,9
31099,31103,9
32606,125304,3
125304,32609,3
32606,32608,3
32608,32609,3
77851,118926,3
118926,77855,3
77851,77853,4
77853,77855,4
110619,126408,3
126408,110621,3
110619,110620,2
110620,110621,2
114526,126492,2
126492,114528,2
114526,114527,2
114527,114528,2
28699,28712,25
28712,28724,25
62223,118531,5
118531,62226,5
62223,62225,3
62225,62226,3
48990,48995,10
48995,49000,10
54409,54411,3
54411,54412,3
100410,100482,144
100482,100554,144
30967,120564,3
120564,30971,3
30967,30969,4
30969,30971,4
108980,124736,5
124736,108985,5
108980,108983,5
108983,108985,5
114399,126490,2
126490,114401,2
114399,114400,2
114400,114401,2
49619,120806,4
120806,49624,4
49619,49622,5
49622,49624,5
124481,119646,1
124481,124485,7
124485,119641,7
112760,120128,3
120128,112763,3
112760,112762,3
112762,112763,3
109609,109615,12
109615,109621,12
7398,122275,3
122275,7401,3
7398,7400,3
7400,7401,3
36259,123891,3
123891,36262,3
36259,36261,3
36261,36262,3
118179,122875,4
122875,46194,4
118179,46191,1
8154,8193,77
8193,8231,77
40922,40923,2
40923,40924,2
111877,123635,4
123635,111881,4
111877,111879,4
111879,111881,4
30713,30714,2
30714,30715,2
27562,27571,18
27571,27580,18
68900,123014,3
123014,68903,3
68900,68901,1
81377,81417,79
81417,81456,79
101668,101675,13
101675,101681,13
48609,48611,4
48611,48613,4
87552,123272,4
123272,87554,4
87552,87553,2
87553,87554,2
51633,51654,42
51654,51675,42
92971,93024,106
93024,93077,106
68773,123009,2
123009,68775,2
68773,68774,2
68774,68775,2
97634,121335,2
121335,97637,2
97634,97635,2
97635,97636,2
57052,120851,3
120851,57057,3
57052,57055,5
57055,57057,5
89820,119292,3
119292,89825,3
89820,89823,5
89823,89825,5
69529,69535,12
69535,69541,12
110867,110894,53
110894,110920,53
49994,118300,4
118300,49996,4
49994,49995,2
49995,49996,2
111623,120096,2
120096,111627,2
111623,111625,4
111625,111627,4
82762,82765,6
82765,82768,6
6261,6263,3
6263,6264,3
35122,123840,3
123840,35126,3
35122,35124,4
35124,35126,4
22645,22666,42
22666,22687,42
109228,109240,24
109240,109252,24
117798,32573,1
102170,102172,3
102172,102173,3
98263,124473,2
124473,119581,2
98263,98264,2
98264,98265,2
77972,124276,3
124276,77976,3
77972,77973,2
77973,77974,2
90449,121131,3
121131,90452,3
90449,90451,3
90451,90452,3
21006,120294,3
120294,21009,3
21006,21008,3
21008,21009,3
29576,29581,10
29581,29586,10
42053,122780,3
122780,42059,3
42053,42056,6
42056,42059,6
38146,118014,2
118014,38147,2
38146,38147,1
91205,119356,5
119356,91210,5
91205,91208,5
91208,91210,5
112252,126455,4
126455,112256,4
112252,112254,4
112254,112256,4
95868,95909,81
95909,95949,81
67763,67790,53
67790,67816,53
31088,120575,4
120575,31092,4
31088,31090,4
31090,31092,4
80240,80335,189
80335,80429,189
68519,68525,11
68525,68530,11
77089,124246,2
124246,77090,2
77089,77090,1
109857,109861,7
109861,109864,7
85659,119182,4
119182,85664,4
85659,85662,5
85662,85664,5
32600,117810,5
117810,32601,5
32600,32601,1
48984,122935,5
122935,48990,5
48984,48987,6
48987,48990,6
77845,77847,1
77845,77846,2
77846,77847,2
94229,123417,5
123417,94233,5
94229,94230,1
33356,125356,3
125356,33360,3
33356,117857,2
117857,33359,2
33356,33358,3
33358,33359,3
90322,90334,23
90334,90345,23
41926,41937,22
41937,41948,22
86415,86471,112
86471,86527,112
17728,17738,19
17738,17747,19
56798,56814,32
56814,56830,32
26298,117701,4
117701,26302,4
26298,26300,4
26300,26302,4
6007,6008,1
76206,76219,25
76219,76231,25
31717,31720,5
31720,31722,5
93346,93348,1
93346,93347,1
64485,64540,110
64540,64595,110
33229,123830,3
123830,33232,3
33229,33231,3
33231,33232,3
29322,29336,27
29336,29349,27
9031,122337,4
122337,9035,4
9031,9033,4
9033,9035,4
119812,126213,3
126213,99936,3
119812,99935,1
76079,124229,3
124229,76082,3
76079,76081,3
76081,76082,3
88556,119259,3
119259,88560,3
88556,88558,4
88558,88560,4
6636,6637,2
6637,6638,2
31590,31612,43
31612,31633,43
76835,123103,3
123103,76838,3
76835,76837,3
76837,76838,3
89312,89318,11
89318,89323,11
122836,45392,1
115022,115097,149
115097,115171,149
94731,94737,12
94737,94743,12
8904,8953,97
8953,9001,97
45579,45583,7
45583,45586,7
87673,87680,14
87680,87687,14
96243,96244,1
75952,124215,4
124215,75956,4
75952,75954,4
75954,75956,4
104813,104830,33
104830,104846,33
100906,123530,4
123530,100908,4
100906,119830,2
119830,100908,2
100906,100907,2
100907,100908,2
118046,120646,4
120646,38773,4
118046,118047,2
118047,38772,2
81371,81373,1
81371,81372,1
77464,123134,1
77464,77465,1
32219,32233,27
32233,32246,27
45452,122843,4
122843,45455,4
45452,118138,2
118138,118139,2
45452,45454,3
45454,45455,3
29068,29070,3
29070,29071,3
86790,124333,3
124333,86793,3
86790,86792,3
86792,86793,3
124221,124223,4
124223,75997,4
87546,123270,3
123270,87549,3
87546,87548,3
87548,87549,3
91453,91475,43
91475,91496,43
38394,38395,2
38395,38396,2
92209,92213,7
92213,92216,7
121070,123281,2
123281,87709,2
121070,119233,1
51627,125659,2
125659,123990,2
51627,122978,2
122978,51629,2
51627,51628,1
35243,35265,43
35265,35286,43
89814,121127,2
121127,89817,2
89814,89816,3
89816,89817,3
20371,20375,8
20375,20379,8
16464,117500,3
117500,16466,3
16464,16465,2
16465,16466,2
85907,85915,15
85915,85922,15
12557,12581,48
12581,12605,48
7894,7905,21
7905,7915,21
67884,67888,7
67888,67891,7
7011,7013,4
7013,7015,4
113885,121501,3
121501,113890,3
113885,113887,4
113887,113889,4
98257,98258,2
98258,98259,2
102920,102930,19
102930,102939,19
97374,97375,2
97375,97376,2
77839,125882,4
125882,77842,4
77839,77841,3
77841,77842,3
54397,118387,2
118387,54400,2
54397,54399,3
54399,54400,3
103549,121418,5
121418,103551,5
103549,103550,2
103550,103551,2
9908,9909,1
100398,124555,4
124555,100401,4
100398,100400,3
100400,100401,3
108968,108974,12
108974,108980,12
72293,124184,3
124184,72297,3
72293,72295,4
72295,72297,4
88677,121105,3
121105,88681,3
88677,88679,4
88679,88681,4
118294,49945,1
36374,36375,1
94096,94108,24
94108,94120,24
62084,124085,2
124085,62086,2
62084,62085,2
62085,62086,2
46456,120730,3
120730,46459,3
46456,46458,3
46458,46459,3
100271,126223,6
126223,100273,6
100271,100272,2
100272,100273,2
116655,116710,109
116710,116764,109
97120,124452,4
124452,97125,4
97120,97123,5
97123,97125,5
114260,126485,2
126485,114267,2
114260,114264,7
114264,114267,7
33096,33126,60
33126,33156,60
49480,49509,58
49509,49538,58
41666,41708,83
41708,41749,83
70527,118715,4
118715,70529,4
70527,70528,2
70528,70529,2
119679,123482,8
123482,119697,8
119679,119680,2
119680,119681,2
46329,125584,3
125584,120722,3
46329,120721,3
120721,120722,3
46329,46331,3
46331,46332,3
116528,116538,20
116538,116548,20
96237,96239,4
96239,96241,4
47085,47086,1
88423,88431,15
88431,88438,15
18224,18239,30
18239,18254,30
113377,113385,16
113385,113393,16
34608,34609,2
34609,34610,2
77458,124264,2
124264,77464,2
77458,118879,1
77458,77459,1
8015,8042,54
8042,8069,54
42295,125503,3
125503,42297,3
42295,122790,4
122790,42299,4
42295,42296,2
42296,42297,2
107831,124685,4
124685,107833,4
107831,107832,2
107832,107833,2
71156,71252,192
71252,71348,192
46958,125597,6
125597,46962,6
46958,118247,4
118247,46962,4
46958,46960,4
46960,46962,4
75819,125820,6
125820,75824,6
75819,123080,3
123080,75823,3
75819,75821,4
75821,75823,4
92203,119389,4
119389,92206,4
92203,92205,3
92205,92206,3
96110,119466,2
119466,96114,2
96110,96112,4
96112,96114,4
93715,93730,30
93730,93745,30
57040,57046,12
57046,57052,12
7888,7890,3
7890,7891,3
54645,54691,91
54691,54736,91
104553,104570,34
104570,104587,34
23389,23393,7
23393,23396,7
35866,122648,2
122648,35871,2
35866,35869,5
35869,35871,5
73297,118757,4
118757,73300,4
73297,73299,3
73299,73300,3
81867,81887,40
81887,81907,40
4610,121636,3
121636,4614,3
4610,4612,4
4612,4614,4
33471,117861,2
117861,33473,2
33471,33472,2
33472,33473,2
86530,86532,3
86532,86533,3
87286,87289,5
87289,87291,5
18599,125027,2
125027,18601,2
18599,18600,2
18600,18601,2
92705,123388,3
123388,92710,3
92705,92708,5
92708,92710,5
27169,27187,35
27187,27204,35
117659,122501,4
122501,22608,4
117659,117661,4
117661,22608,4
60693,118505,3
118505,60696,3
60693,60695,3
60695,60696,3
109845,120061,1
109845,109847,4
109847,109849,4
16204,124942,5
124942,16207,5
16204,16206,3
16206,16207,3
81740,119046,3
119046,81742,3
81740,81741,2
81741,81742,2
24774,24775,2
24775,24776,2
5239,5274,70
5274,5309,70
42670,122799,3
122799,42672,3
42670,42671,2
42671,42672,2
59054,118485,3
118485,59057,3
59054,59056,3
59056,59057,3
30949,123785,4
123785,30954,4
30949,30952,5
30952,30954,5
63717,124097,4
124097,63719,4
63717,63718,2
63718,63719,2
61322,118512,1
61322,61324,4
61324,61326,4
94090,119429,2
119429,94092,2
94090,94091,2
94091,94092,2
49601,122951,3
122951,49606,3
49601,49604,5
49604,49606,5
90939,121141,3
121141,90942,3
90939,90941,3
90941,90942,3
70648,123027,2
123027,70652,2
70648,70650,4
70650,70652,4
58927,58968,82
58968,59009,82
104172,126281,4
126281,104174,4
104172,104173,2
104173,104174,2
87788,87807,38
87807,87826,38
47206,123955,4
123955,47210,4
47206,47208,4
47208,47210,4
26159,26161,3
26161,26162,3
109591,126392,5
126392,109594,5
109591,109592,1
7380,122269,3
122269,7385,3
7380,7383,5
7383,7385,5
69009,120931,4
120931,69011,4
69009,69010,2
69010,69011,2
105684,105693,17
105693,105701,17
12799,124920,4
124920,12801,4
12799,12800,2
12800,12801,2
96231,126089,3
126089,96233,3
96231,96232,2
96232,96233,2
68882,68883,1
114127,114131,8
114131,114135,8
40777,125478,3
125478,40781,3
40777,40779,4
40779,40781,4
8009,8010,1
69638,69808,339
69808,69977,339
16579,16623,88
16623,16667,88
86022,86028,11
86028,86033,11
21242,21251,17
21251,21259,17
38382,38387,9
38387,38391,9
100011,100021,20
100021,100031,20
30568,122544,2
122544,30569,2
30568,30569,1
112488,120121,4
120121,112491,4
112488,112490,3
112490,112491,3
22754,125056,4
125056,22758,4
22754,22756,4
22756,22758,4
55522,120844,2
120844,55523,2
55522,55523,1
104674,104679,10
104679,104684,10
77325,124250,2
124250,77328,2
77325,77327,3
77327,77328,3
24266,125092,3
125092,24269,3
24266,24267,2
24267,24268,2
106186,126318,2
126318,106189,2
106186,106188,3
106188,106189,3
110093,110106,25
110106,110118,25
32836,32844,15
32844,32851,15
98372,98382,20
98382,98392,20
45313,45314,2
45314,45315,2
86651,86662,22
86662,86673,22
5487,5498,22
5498,5509,22
46825,46827,3
46827,46828,3
92070,121171,4
121171,92073,4
92070,92071,1
39011,118065,2
118065,118066,2
39011,39013,4
39013,39015,4
63965,64009,87
64009,64052,87
109210,109218,16
109218,109226,16
98245,119569,1
98245,98246,2
98246,98247,2
95094,121272,3
121272,95096,3
95094,95095,2
95095,95096,2
25651,25686,69
25686,25720,69
38128,120617,4
120617,38130,4
38128,38129,2
38129,38130,2
46698,46739,82
46739,46780,82
47454,125605,3
125605,47458,3
47454,47456,4
47456,47458,4
92699,92702,6
92702,92705,6
101269,124585,3
124585,101272,3
101269,101271,3
101271,101272,3
77071,118856,3
118856,77075,3
77071,77073,4
77073,77075,4
32582,32583,2
32583,32584,2
94211,94220,18
94220,94229,18
57536,57537,2
57537,57538,2
119165,123224,1
119165,119167,4
119167,119169,4
33338,125354,2
125354,33340,2
33338,33339,2
33339,33340,2
115258,115311,105
115311,115363,105
123828,33096,1
51234,51255,41
51255,51275,41
51990,125672,4
125672,51994,4
51990,51992,4
51992,51994,4
117526,123716,2
123716,17559,2
117526,120231,2
120231,117528,2
117526,117527,2
117527,117528,2
113619,113633,28
113633,113647,28
32455,32471,31
32471,32486,31
44932,125540,4
125540,44935,4
44932,44934,3
44934,44935,3
95596,126076,3
126076,95599,3
95596,95598,3
95598,95599,3
112736,120125,2
120125,112739,2
112736,112738,3
112738,112739,3
48712,123964,2
123964,122918,2
48712,122917,2
122917,122918,2
48712,48714,3
48714,48715,3
93957,93958,1
118911,123142,2
123142,123143,2
118911,118912,1
119667,119669,1
119667,119668,1
66608,66609,1
17456,17457,1
104039,124601,4
124601,104043,4
104039,104041,4
104041,104043,4
47073,120753,3
120753,47076,3
47073,47075,3
47075,47076,3
22875,122508,4
122508,22880,4
22875,22876,1
109458,120045,3
120045,109461,3
109458,109460,3
109460,109461,3
114121,123669,2
123669,114124,2
114121,114123,3
114123,114124,3
118784,118785,1
32957,32958,1
57911,124057,2
124057,57914,2
57911,57913,3
57913,57914,3
99249,119783,3
119783,99254,3
99249,99250,1
50097,50098,1
9515,117437,4
117437,9520,4
9515,9518,5
9518,9520,5
30562,123774,4
123774,30565,4
30562,30564,3
30564,30565,3
112482,112485,6
112485,112488,6
88284,123299,4
123299,88287,4
88284,88286,3
88286,88287,3
51609,123985,3
123985,51612,3
51609,51611,3
51611,51612,3
18841,18849,16
18849,18857,16
7120,7129,17
7129,7137,17
37493,37508,30
37508,37523,30
78831,125886,3
125886,78835,3
78831,78833,4
78833,78835,4
111599,120091,3
120091,111603,3
111599,111601,4
111601,111603,4
54633,118396,4
118396,54635,4
54633,54634,2
54634,54635,2
120169,121492,7
121492,113612,7
120169,113619,1
95971,123469,13
123469,98245,13
95971,95973,4
95973,95975,4
67110,67165,109
67165,67219,109
6237,117382,3
117382,6239,3
6237,6238,2
6238,6239,2
120925,124130,1
120925,68348,1
62447,62469,43
62469,62490,43
7749,117417,3
117417,7753,3
7749,7751,4
7751,7753,4
56901,120849,2
120849,56902,2
56901,56902,1
81855,119062,7
119062,81862,7
81855,81859,7
81859,81862,7
85762,121050,2
121050,85765,2
85762,85764,3
85764,85765,3
32703,32712,17
32712,32720,17
82611,82615,8
82615,82619,8
95088,95089,1
25645,25647,4
25647,25649,4
38122,38125,6
38125,38128,6
42785,42825,80
42825,42865,80
6110,121921,3
121921,6113,3
6110,6112,3
6112,6113,3
51355,125649,3
125649,51358,3
51355,122969,4
122969,51359,4
51355,51357,3
51357,51358,3
6866,122142,3
122142,6868,3
6866,6867,2
6867,6868,2
15436,124927,2
124927,15438,2
15436,15437,2
15437,15438,2
81728,119043,2
119043,81730,2
81728,81729,2
81729,81730,2
110589,124775,5
124775,110592,5
110589,110591,3
110591,110592,3
115252,126518,4
126518,115258,4
115252,115255,6
115255,115258,6
120671,41844,1
51228,118331,4
118331,51234,4
51228,51231,6
51231,51234,6
116764,121563,3
121563,116767,3
116764,116766,3
116766,116767,3
34844,34851,14
34851,34858,14
4344,121621,3
121621,4351,3
4344,4348,7
4348,4351,7
119032,125894,2
125894,81340,2
119032,81340,1
46438,46443,10
46443,46448,10
104916,104922,11
104922,104927,11
101009,101010,2
101010,101011,2
4217,117336,2
117336,4220,2
4217,4219,3
4219,4220,3
46311,46312,2
46312,46313,2
26020,26021,2
26021,26022,2
6485,6498,26
6498,6511,26
80591,119012,3
119012,80596,3
80591,80594,5
80594,80596,5
114115,123668,3
123668,114117,3
114115,114116,2
114116,114117,2
77440,77441,1
78196,78210,28
78210,78224,28
25137,123749,2
123749,25140,2
25137,25139,3
25139,25140,3
99243,126204,5
126204,99246,5
99243,99245,3
99245,99246,3
38370,38371,1
50847,122967,2
122967,50850,2
50847,50849,3
50849,50850,3
116383,116387,8
116387,116391,8
75801,118851,3
118851,75803,3
75801,75802,2
75802,75803,2
88278,123297,3
123297,88280,3
88278,119251,1
88278,88279,1
117139,117196,114
117196,117253,114
113232,120139,4
120139,113235,4
113232,113234,3
113234,113235,3
108569,108594,49
108594,108618,49
56266,56302,71
56302,56337,71
24254,24255,1
98360,119745,2
119745,119746,2
98360,98362,4
98362,98364,4
74162,123060,2
123060,74163,2
74162,118783,2
118783,74164,2
74162,74163,1
37487,122695,2
122695,37491,2
37487,37488,1
95209,95210,1
71011,71041,60
71041,71071,60
38999,118063,4
118063,39003,4
38999,39001,4
39001,39003,4
117012,126556,3
126556,117015,3
117012,117014,3
117014,117015,3
18708,18742,68
18742,18776,68
60046,60048,3
60048,60049,3
121675,124821,4
124821,5469,4
121675,123679,2
123679,5469,2
121675,117368,1
85756,121048,4
121048,85758,4
85756,85757,2
85757,85758,2
24883,24894,21
24894,24904,21
20976,20980,8
20980,20984,8
91175,121142,2
121142,91177,2
91175,91176,2
91176,91177,2
38116,38118,3
38118,38119,3
66977,124119,2
124119,66981,2
66977,66978,1
1441,1550,217
1550,1658,217
18581,18583,1
18581,18582,1
51349,118337,3
118337,51355,3
51349,51352,6
51352,51355,6
67733,67747,27
67747,67760,27
77059,118854,2
118854,77060,2
77059,77060,1
7616,122303,4
122303,7619,4
7616,7618,3
7618,7619,3
102013,119883,2
119883,102016,2
102013,102015,3
102015,102016,3
16186,117496,3
117496,16190,3
16186,16188,4
16188,16190,4
98106,126111,3
126111,98109,3
98106,98108,3
98108,98109,3
29419,120497,2
120497,29422,2
29419,29421,3
29421,29422,3
59036,59045,18
59045,59054,18
71513,71546,65
71546,71578,65
96467,119483,4
119483,96471,4
96467,96469,4
96469,96471,4
76176,123094,2
123094,76179,2
76176,76178,3
76178,76179,3
84746,84817,141
84817,84887,141
23873,23876,1
23873,23875,3
23875,23876,3
32443,32448,9
32448,32452,9
119026,80909,1
33199,33214,30
33214,33229,30
9001,9003,1
9001,9002,1
41769,122756,3
122756,41772,3
41769,41771,3
41771,41772,3
66723,122998,3
122998,66725,3
66723,118599,5
118599,66726,5
66723,66724,2
66724,66725,2
95584,95587,5
95587,95589,5
30804,30808,7
30808,30811,7
15176,15189,25
15189,15201,25
93189,121198,2
121198,93191,2
93189,119409,3
119409,93192,3
93189,93190,2
93190,93191,2
93945,124400,2
124400,93947,2
93945,121215,2
121215,93946,2
93945,93946,1
118899,125865,6
125865,118900,6
118899,118900,1
12781,124918,3
124918,12783,3
12781,12782,2
12782,12783,2
46305,118191,4
118191,46311,4
46305,46306,2
46306,46307,2
29921,29972,101
29972,30022,101
5723,121845,3
121845,5726,3
5723,5725,3
5725,5726,3
87643,87654,21
87654,87664,21
124318,124319,2
124319,84938,2
26014,26016,4
26016,26018,4
6479,6481,3
6481,6482,3
51724,122980,4
122980,51728,4
51724,51726,4
51726,51728,4
15049,15106,114
15106,15163,114
18956,18983,53
18983,19009,53
47061,47063,4
47063,47065,4
101632,101637,10
101637,101642,10
77434,123125,1
77434,77435,2
77435,77436,2
36852,125448,2
125448,36855,2
36852,36854,3
36854,36855,3
78190,78191,1
119528,119531,5
119531,97972,5
99237,119781,2
119781,99241,2
99237,99239,4
99239,99241,4
116377,116379,3
116379,116380,3
6352,121975,1
6352,117402,4
117402,6354,4
6352,6353,2
6353,6354,2
51597,125658,3
125658,51606,3
51597,51599,4
51599,51601,4
35213,35215,3
35215,35216,3
28155,117731,3
117731,28159,3
28155,28157,4
28157,28159,4
98354,119747,1
98354,98355,2
98355,98356,2
74156,125807,2
125807,74160,2
74156,118782,3
118782,74162,3
74156,74158,4
74158,74160,4
99110,121347,3
121347,99113,3
99110,99112,3
99112,99113,3
5469,117371,3
117371,117372,3
5469,5470,1
23365,23370,9
23370,23374,9
68610,68638,55
68638,68665,55
97471,121328,8
121328,97474,8
97471,97473,3
97473,97474,3
93564,93566,1
93564,93565,2
93565,93566,2
106041,106057,31
106057,106072,31
16307,16316,17
16316,16324,17
98227,98236,18
98236,98245,18
90413,90422,17
90422,90430,17
38110,120610,3
120610,120611,3
38110,38111,1
50587,50657,140
50657,50727,140
6098,6100,4
6100,6102,4
56006,56066,119
56066,56125,119
113728,113739,21
113739,113749,21
94193,94199,11
94199,94204,11
69995,124146,3
124146,69998,3
69995,69997,3
69997,69998,3
17692,17709,33
17709,17725,33
91798,91808,19
91808,91817,19
47309,47335,51
47335,47360,51
6727,6730,5
6730,6732,5
105787,119978,3
119978,105792,3
105787,105790,5
105790,105792,5
32437,32439,3
32439,32440,3
73775,73787,23
